Order Date,Product Name,Category,Region,Quantity,Sales,Profit
26-11-2022,Headphones,Accessories,North,9,7992,1979.53
26-11-2022,Keyboard,Accessories,East,9,1467,372.17
26-11-2022,Smartphone,Electronics,West,1,877,110.99
27-11-2022,Headphones,Accessories,North,1,1030,190.47
27-11-2022,Mouse,Accessories,East,7,1197,106.53
27-11-2022,Mouse,Accessories,West,6,3660,1079
28-11-2022,Headphones,Accessories,South,4,2500,467.34
28-11-2022,Laptop,Electronics,South,8,3136,494.26
28-11-2022,Mouse,Accessories,South,2,1446,403.89
28-11-2022,Smartwatch,Electronics,West,9,5382,1037.04
29-11-2022,Smartphone,Electronics,South,9,4527,677.34
29-11-2022,Smartwatch,Electronics,South,5,1570,312.81
30-11-2022,Headphones,Accessories,West,2,2018,227.75
30-11-2022,Mouse,Accessories,East,2,630,144.14
30-11-2022,Printer,Office,West,7,2471,566.51
01-12-2022,Laptop,Electronics,West,8,9512,663.23
01-12-2022,Tablet,Electronics,North,2,1298,239.45
02-12-2022,Laptop,Electronics,East,7,945,75.21
02-12-2022,Monitor,Accessories,North,5,490,55.59
02-12-2022,Mouse,Accessories,East,4,2580,669.67
03-12-2022,Smartphone,Electronics,East,8,5496,1104.93
03-12-2022,Smartphone,Electronics,South,1,325,46.84
03-12-2022,Tablet,Electronics,West,2,702,112.04
04-12-2022,Headphones,Accessories,East,6,5298,1209.88
04-12-2022,Headphones,Accessories,South,9,8667,781.78
04-12-2022,Laptop,Electronics,South,8,2584,568.77
05-12-2022,Headphones,Accessories,North,6,5628,1033.15
05-12-2022,Keyboard,Accessories,South,1,361,58.8
05-12-2022,Laptop,Electronics,North,3,3024,622.29
05-12-2022,Smartphone,Electronics,West,5,390,27.77
06-12-2022,Headphones,Accessories,South,7,462,56.89
06-12-2022,Keyboard,Accessories,West,7,6552,635.09
06-12-2022,Laptop,Electronics,North,1,290,61.14
06-12-2022,Smartphone,Electronics,North,2,1614,331.3
07-12-2022,Mouse,Accessories,East,6,2742,334.48
07-12-2022,Smartphone,Electronics,West,4,3732,468.6
07-12-2022,Tablet,Electronics,North,8,4064,543.9
08-12-2022,Camera,Electronics,North,6,3822,388.34
09-12-2022,Headphones,Accessories,South,3,1392,345.78
09-12-2022,Headphones,Accessories,South,1,355,26.8
09-12-2022,Printer,Office,North,2,212,13.4
10-12-2022,Mouse,Accessories,East,5,4350,688.77
10-12-2022,Printer,Office,South,9,7029,1005.58
10-12-2022,Tablet,Electronics,West,5,3380,287.05
11-12-2022,Camera,Electronics,West,7,5572,690.68
11-12-2022,Smartphone,Electronics,South,5,950,61.9
12-12-2022,Keyboard,Accessories,North,6,5232,1270.64
12-12-2022,Printer,Office,West,3,936,201.24
14-12-2022,Camera,Electronics,South,7,7518,1655.91
14-12-2022,Keyboard,Accessories,North,2,794,128.5
14-12-2022,Keyboard,Accessories,North,9,4221,1238.6
14-12-2022,Monitor,Accessories,West,8,6968,1226.22
14-12-2022,Mouse,Accessories,South,9,7875,1243.56
14-12-2022,Printer,Office,South,3,2523,506.7
14-12-2022,Tablet,Electronics,South,1,400,45.16
15-12-2022,Camera,Electronics,East,3,447,58.4
15-12-2022,Laptop,Electronics,East,5,660,90.86
15-12-2022,Monitor,Accessories,East,4,2436,142.81
15-12-2022,Mouse,Accessories,North,1,564,164.5
15-12-2022,Printer,Office,East,6,4464,1122.37
16-12-2022,Monitor,Accessories,North,7,7812,1478.43
17-12-2022,Keyboard,Accessories,South,4,2108,375.62
17-12-2022,Smartphone,Electronics,East,5,1365,310.66
17-12-2022,Smartwatch,Electronics,East,3,1242,206.74
17-12-2022,Tablet,Electronics,East,4,2940,566.36
18-12-2022,Camera,Electronics,East,8,7528,1283.07
18-12-2022,Laptop,Electronics,West,2,1562,119.56
18-12-2022,Smartphone,Electronics,South,4,4056,768.81
19-12-2022,Camera,Electronics,West,7,6937,1753.02
19-12-2022,Smartwatch,Electronics,South,3,432,36.84
19-12-2022,Tablet,Electronics,South,8,3488,943.25
20-12-2022,Smartwatch,Electronics,West,6,6792,1787.97
21-12-2022,Monitor,Accessories,West,7,6384,734.79
21-12-2022,Printer,Office,North,4,1016,269.88
21-12-2022,Smartphone,Electronics,East,1,393,41.05
22-12-2022,Camera,Electronics,East,2,1986,208.88
22-12-2022,Tablet,Electronics,West,6,6324,629.2
23-12-2022,Headphones,Accessories,West,1,1086,161.05
23-12-2022,Mouse,Accessories,North,3,2004,467.76
23-12-2022,Smartphone,Electronics,North,8,4096,266.35
23-12-2022,Tablet,Electronics,North,6,5940,318.72
24-12-2022,Printer,Office,West,8,7072,2113.06
24-12-2022,Smartwatch,Electronics,West,2,1158,227.61
25-12-2022,Monitor,Accessories,South,2,1234,257.89
25-12-2022,Mouse,Accessories,North,5,3730,864.41
26-12-2022,Monitor,Accessories,West,5,3170,868.34
26-12-2022,Printer,Office,North,6,2910,173.45
27-12-2022,Keyboard,Accessories,North,1,163,22.07
27-12-2022,Tablet,Electronics,South,6,3048,823.36
28-12-2022,Camera,Electronics,North,1,1163,115.09
29-12-2022,Camera,Electronics,West,9,7083,560.88
29-12-2022,Mouse,Accessories,East,6,1404,368.36
30-12-2022,Headphones,Accessories,North,8,5432,1619.39
31-12-2022,Headphones,Accessories,North,7,3941,1113.85
31-12-2022,Mouse,Accessories,South,9,3186,583.24
01-01-2023,Camera,Electronics,South,5,4470,526.96
01-01-2023,Keyboard,Accessories,West,5,1405,194.33
01-01-2023,Printer,Office,West,9,5904,1440.45
01-01-2023,Smartphone,Electronics,West,2,1514,180.67
02-01-2023,Laptop,Electronics,West,4,3216,213.81
02-01-2023,Laptop,Electronics,West,9,9315,1808.68
02-01-2023,Mouse,Accessories,South,9,1773,168.01
03-01-2023,Camera,Electronics,North,9,9180,2752.84
03-01-2023,Camera,Electronics,West,6,696,100.78
03-01-2023,Laptop,Electronics,East,9,2655,701.11
03-01-2023,Monitor,Accessories,South,9,6588,1800.9
03-01-2023,Mouse,Accessories,East,4,316,77.13
03-01-2023,Printer,Office,North,4,544,67.84
04-01-2023,Printer,Office,West,6,6924,1693.77
05-01-2023,Laptop,Electronics,East,9,8136,1923.89
06-01-2023,Camera,Electronics,East,4,4416,1081.53
06-01-2023,Keyboard,Accessories,East,3,372,57.51
06-01-2023,Printer,Office,South,6,5658,1504.97
06-01-2023,Smartwatch,Electronics,South,1,563,46.96
07-01-2023,Camera,Electronics,West,5,5440,457.04
08-01-2023,Camera,Electronics,North,7,6853,1259.03
08-01-2023,Camera,Electronics,South,5,905,70.91
08-01-2023,Headphones,Accessories,East,4,3280,826.94
08-01-2023,Laptop,Electronics,North,6,1092,63.98
08-01-2023,Monitor,Accessories,North,7,5131,368.11
08-01-2023,Monitor,Accessories,West,2,828,50.07
09-01-2023,Headphones,Accessories,West,1,1055,88.61
09-01-2023,Printer,Office,West,4,1116,242.31
09-01-2023,Tablet,Electronics,West,3,2130,510.69
10-01-2023,Smartphone,Electronics,East,4,1932,472.91
10-01-2023,Smartwatch,Electronics,North,4,4476,977.6
11-01-2023,Camera,Electronics,North,5,1580,166.16
11-01-2023,Headphones,Accessories,North,8,3832,741.44
11-01-2023,Keyboard,Accessories,East,6,2262,442.86
11-01-2023,Keyboard,Accessories,West,4,3732,671.19
12-01-2023,Camera,Electronics,East,8,9392,2651.84
12-01-2023,Laptop,Electronics,South,5,3985,824.4
12-01-2023,Smartwatch,Electronics,North,3,2727,554.46
13-01-2023,Camera,Electronics,West,3,1722,203.04
13-01-2023,Mouse,Accessories,East,7,7966,955.8
13-01-2023,Mouse,Accessories,West,7,5327,950.7
13-01-2023,Printer,Office,North,5,2860,339
13-01-2023,Smartphone,Electronics,East,6,2478,153.86
13-01-2023,Smartphone,Electronics,West,6,7014,1202.25
13-01-2023,Smartwatch,Electronics,South,6,810,108.61
13-01-2023,Smartwatch,Electronics,West,2,1644,189.32
13-01-2023,Tablet,Electronics,West,1,853,97.5
14-01-2023,Headphones,Accessories,North,4,1664,190.82
14-01-2023,Laptop,Electronics,East,3,426,50.8
14-01-2023,Mouse,Accessories,South,9,7938,1191.41
14-01-2023,Smartphone,Electronics,South,6,4872,612.73
15-01-2023,Monitor,Accessories,East,7,7420,1107.31
16-01-2023,Camera,Electronics,West,9,6876,1895.24
16-01-2023,Laptop,Electronics,North,3,513,132.56
16-01-2023,Monitor,Accessories,South,8,928,170.05
16-01-2023,Smartphone,Electronics,North,8,8896,1154.96
16-01-2023,Tablet,Electronics,South,5,2435,688.82
17-01-2023,Mouse,Accessories,South,9,3411,444.87
17-01-2023,Printer,Office,East,2,1042,86.24
17-01-2023,Printer,Office,North,5,3765,670.8
17-01-2023,Printer,Office,North,3,1674,435.95
18-01-2023,Headphones,Accessories,West,7,4312,1088.34
18-01-2023,Smartphone,Electronics,North,7,3038,570.98
20-01-2023,Smartwatch,Electronics,East,2,1026,64.51
21-01-2023,Camera,Electronics,East,2,2084,586.72
21-01-2023,Mouse,Accessories,North,4,2972,827.46
21-01-2023,Printer,Office,South,5,3235,941.24
21-01-2023,Smartwatch,Electronics,South,9,2718,195.97
21-01-2023,Tablet,Electronics,North,1,607,33.77
22-01-2023,Camera,Electronics,East,6,4542,1169.16
22-01-2023,Monitor,Accessories,South,2,1706,184.71
22-01-2023,Printer,Office,North,6,4146,966.79
22-01-2023,Smartphone,Electronics,North,4,1740,224.79
23-01-2023,Laptop,Electronics,North,4,952,264.61
23-01-2023,Monitor,Accessories,East,5,575,47.35
23-01-2023,Mouse,Accessories,South,2,266,20.11
24-01-2023,Headphones,Accessories,South,5,2820,737.68
24-01-2023,Laptop,Electronics,North,5,2410,636.83
24-01-2023,Mouse,Accessories,West,7,4487,688.76
25-01-2023,Keyboard,Accessories,West,4,4152,317.28
25-01-2023,Laptop,Electronics,South,5,2365,667.61
25-01-2023,Printer,Office,North,8,6936,1156.52
26-01-2023,Headphones,Accessories,North,3,1830,183.62
26-01-2023,Smartphone,Electronics,East,7,7238,1597.03
27-01-2023,Laptop,Electronics,East,9,6345,1627.26
27-01-2023,Laptop,Electronics,West,6,5448,963.82
27-01-2023,Printer,Office,North,5,5960,1139.78
27-01-2023,Printer,Office,West,4,1256,362.22
27-01-2023,Smartwatch,Electronics,East,6,396,89.51
28-01-2023,Camera,Electronics,East,6,2562,612.36
28-01-2023,Headphones,Accessories,North,1,426,93.83
28-01-2023,Smartphone,Electronics,East,7,3955,1144.76
28-01-2023,Smartwatch,Electronics,West,9,10206,592.77
28-01-2023,Tablet,Electronics,East,1,169,22.99
30-01-2023,Mouse,Accessories,West,3,1791,122.5
30-01-2023,Smartphone,Electronics,South,6,5604,615.07
31-01-2023,Keyboard,Accessories,West,2,1512,298.73
31-01-2023,Monitor,Accessories,East,3,2964,446.54
31-01-2023,Mouse,Accessories,West,9,8172,1296.29
31-01-2023,Printer,Office,West,3,828,210.33
31-01-2023,Smartphone,Electronics,West,6,1578,82.85
01-02-2023,Headphones,Accessories,West,7,1624,436.13
01-02-2023,Mouse,Accessories,East,6,4944,758.46
01-02-2023,Mouse,Accessories,West,3,3348,331.28
01-02-2023,Mouse,Accessories,West,5,3350,986.33
01-02-2023,Smartphone,Electronics,North,8,4824,1187.93
01-02-2023,Smartwatch,Electronics,North,7,5509,1648.74
02-02-2023,Laptop,Electronics,South,9,10620,2946.93
02-02-2023,Mouse,Accessories,East,4,1560,461.15
02-02-2023,Mouse,Accessories,North,5,2735,483.2
02-02-2023,Printer,Office,South,1,914,270.74
02-02-2023,Printer,Office,West,9,7524,2017.85
03-02-2023,Camera,Electronics,West,5,845,69.35
03-02-2023,Monitor,Accessories,South,4,2836,698.83
03-02-2023,Mouse,Accessories,North,7,4676,242.64
03-02-2023,Printer,Office,North,4,3864,717.45
03-02-2023,Smartphone,Electronics,North,8,7664,1251.65
03-02-2023,Smartwatch,Electronics,East,6,648,62.25
04-02-2023,Smartphone,Electronics,West,6,1956,434.03
04-02-2023,Smartwatch,Electronics,East,7,6041,776.09
04-02-2023,Smartwatch,Electronics,East,2,1378,183.1
05-02-2023,Laptop,Electronics,West,5,4325,1023.39
05-02-2023,Printer,Office,South,4,2440,410.86
05-02-2023,Smartphone,Electronics,East,9,6903,837.35
05-02-2023,Smartwatch,Electronics,North,4,508,37.94
06-02-2023,Camera,Electronics,East,7,5159,755.22
07-02-2023,Headphones,Accessories,South,4,3252,713.46
07-02-2023,Keyboard,Accessories,East,3,2412,468.27
07-02-2023,Mouse,Accessories,South,5,5295,1375.98
07-02-2023,Printer,Office,South,7,3528,260.06
07-02-2023,Smartwatch,Electronics,West,8,7072,1983.42
07-02-2023,Tablet,Electronics,North,2,1212,151.07
08-02-2023,Camera,Electronics,South,7,5621,1390.73
08-02-2023,Headphones,Accessories,South,2,1574,196.84
09-02-2023,Camera,Electronics,West,2,1958,227.77
09-02-2023,Keyboard,Accessories,North,4,1088,283.61
09-02-2023,Mouse,Accessories,West,8,6232,499.63
10-02-2023,Camera,Electronics,West,3,225,20.52
10-02-2023,Camera,Electronics,West,7,5355,1143.16
10-02-2023,Mouse,Accessories,South,8,7520,995.03
10-02-2023,Printer,Office,East,4,1440,130.24
11-02-2023,Keyboard,Accessories,East,6,6432,807.94
11-02-2023,Laptop,Electronics,North,2,330,66.57
11-02-2023,Monitor,Accessories,North,5,5155,356.43
11-02-2023,Printer,Office,South,7,2443,661.21
11-02-2023,Tablet,Electronics,South,2,2212,145.75
12-02-2023,Camera,Electronics,North,6,1836,508.81
13-02-2023,Headphones,Accessories,West,1,307,60.51
13-02-2023,Mouse,Accessories,West,4,864,251.99
13-02-2023,Smartwatch,Electronics,East,2,2334,158.07
14-02-2023,Keyboard,Accessories,East,6,6900,1109.73
14-02-2023,Smartwatch,Electronics,East,3,1533,440.88
15-02-2023,Monitor,Accessories,North,4,4064,771.16
15-02-2023,Monitor,Accessories,West,5,1350,321.9
15-02-2023,Printer,Office,West,7,3185,765.41
16-02-2023,Keyboard,Accessories,West,2,1068,85.71
16-02-2023,Monitor,Accessories,West,7,8162,443.81
16-02-2023,Mouse,Accessories,East,1,849,205.88
16-02-2023,Smartphone,Electronics,South,3,582,48.08
16-02-2023,Tablet,Electronics,East,2,858,73.49
18-02-2023,Smartphone,Electronics,East,7,5516,1475.67
19-02-2023,Camera,Electronics,South,3,3126,710.14
19-02-2023,Smartphone,Electronics,South,4,3152,307.62
19-02-2023,Tablet,Electronics,North,2,1874,333.86
20-02-2023,Camera,Electronics,South,3,1770,366.58
20-02-2023,Printer,Office,West,2,2286,218.18
20-02-2023,Smartphone,Electronics,North,5,4005,226.09
21-02-2023,Headphones,Accessories,West,9,7776,677.74
21-02-2023,Laptop,Electronics,East,9,9225,2526.27
21-02-2023,Laptop,Electronics,South,5,880,255.9
21-02-2023,Smartphone,Electronics,West,5,475,76.22
22-02-2023,Laptop,Electronics,West,3,867,58.2
23-02-2023,Laptop,Electronics,South,2,120,7.74
23-02-2023,Printer,Office,West,6,4266,357.51
24-02-2023,Headphones,Accessories,East,6,5358,568.34
24-02-2023,Keyboard,Accessories,North,8,5312,841.13
24-02-2023,Keyboard,Accessories,South,8,7968,1551.12
24-02-2023,Laptop,Electronics,North,4,2108,576.48
24-02-2023,Laptop,Electronics,West,6,3096,277.68
24-02-2023,Monitor,Accessories,South,6,3888,275.72
25-02-2023,Tablet,Electronics,North,9,8973,471.86
26-02-2023,Camera,Electronics,West,5,2025,414.42
26-02-2023,Laptop,Electronics,West,5,4445,580.15
26-02-2023,Printer,Office,North,8,6792,1125.23
26-02-2023,Tablet,Electronics,South,8,3896,735.66
27-02-2023,Keyboard,Accessories,North,6,2508,480.48
27-02-2023,Monitor,Accessories,West,8,5384,724.8
27-02-2023,Smartwatch,Electronics,West,6,1350,356.88
28-02-2023,Monitor,Accessories,West,7,5047,915.75
01-03-2023,Headphones,Accessories,South,6,3048,842.24
01-03-2023,Headphones,Accessories,South,3,1785,93.17
01-03-2023,Tablet,Electronics,East,4,3028,685.23
01-03-2023,Tablet,Electronics,North,1,797,65.27
02-03-2023,Monitor,Accessories,South,1,617,145.37
02-03-2023,Monitor,Accessories,West,8,9056,1860.37
02-03-2023,Printer,Office,North,9,5904,1152.23
02-03-2023,Smartphone,Electronics,West,2,1132,290.56
03-03-2023,Keyboard,Accessories,North,7,3829,876.35
03-03-2023,Mouse,Accessories,South,2,2134,269.53
03-03-2023,Tablet,Electronics,West,5,2595,774.2
04-03-2023,Laptop,Electronics,East,4,944,176.56
04-03-2023,Mouse,Accessories,West,1,312,40.47
04-03-2023,Printer,Office,West,4,1100,100.02
04-03-2023,Printer,Office,West,2,146,15.48
05-03-2023,Laptop,Electronics,East,9,4158,672.32
05-03-2023,Printer,Office,South,3,1446,278.94
06-03-2023,Printer,Office,South,8,4696,410.03
06-03-2023,Tablet,Electronics,North,7,6804,1383.81
06-03-2023,Tablet,Electronics,South,6,5952,971.53
07-03-2023,Camera,Electronics,South,1,846,103.3
07-03-2023,Camera,Electronics,South,8,2624,294.24
07-03-2023,Laptop,Electronics,West,6,4302,276.35
07-03-2023,Monitor,Accessories,West,6,3750,645.69
07-03-2023,Smartphone,Electronics,East,1,464,66.26
08-03-2023,Camera,Electronics,North,2,2134,119.89
08-03-2023,Laptop,Electronics,West,1,589,158.85
08-03-2023,Smartphone,Electronics,East,2,2042,501.34
09-03-2023,Smartwatch,Electronics,West,3,1488,382.09
10-03-2023,Headphones,Accessories,South,1,365,50.1
10-03-2023,Headphones,Accessories,West,9,1899,501.4
10-03-2023,Monitor,Accessories,North,5,3350,389.95
10-03-2023,Printer,Office,North,9,7281,396.28
11-03-2023,Camera,Electronics,West,4,1956,125.69
11-03-2023,Keyboard,Accessories,West,7,4347,712.79
12-03-2023,Smartphone,Electronics,East,2,1180,261.16
12-03-2023,Smartwatch,Electronics,East,6,3324,466.78
13-03-2023,Camera,Electronics,South,8,1088,160.33
13-03-2023,Headphones,Accessories,East,9,2223,347.01
13-03-2023,Printer,Office,East,6,3576,1033.3
13-03-2023,Printer,Office,North,5,1850,346.4
13-03-2023,Tablet,Electronics,North,4,4556,315.07
14-03-2023,Camera,Electronics,East,4,4692,409.07
14-03-2023,Headphones,Accessories,East,8,4200,854.89
14-03-2023,Laptop,Electronics,West,1,879,149.52
14-03-2023,Tablet,Electronics,East,7,5572,385.82
14-03-2023,Tablet,Electronics,South,7,1421,248.02
15-03-2023,Monitor,Accessories,West,6,2490,720.06
15-03-2023,Printer,Office,South,5,3025,172.43
15-03-2023,Printer,Office,West,9,1764,322.11
15-03-2023,Tablet,Electronics,South,2,344,80.87
16-03-2023,Tablet,Electronics,South,9,9423,2794.89
17-03-2023,Keyboard,Accessories,North,1,947,77.21
17-03-2023,Keyboard,Accessories,North,3,2118,321.05
17-03-2023,Printer,Office,West,3,1893,508.8
17-03-2023,Smartphone,Electronics,South,5,5930,1193.32
17-03-2023,Smartwatch,Electronics,South,9,5751,1196.23
17-03-2023,Smartwatch,Electronics,South,9,8712,1034.27
17-03-2023,Tablet,Electronics,West,6,606,127.68
17-03-2023,Tablet,Electronics,West,8,1184,148.69
18-03-2023,Camera,Electronics,North,3,2805,749.5
18-03-2023,Camera,Electronics,West,5,3665,406.93
18-03-2023,Keyboard,Accessories,North,3,1644,158.32
19-03-2023,Monitor,Accessories,South,7,1309,138.46
19-03-2023,Mouse,Accessories,West,3,1497,190.59
19-03-2023,Printer,Office,North,5,1800,252.69
19-03-2023,Smartphone,Electronics,North,6,4872,786.79
20-03-2023,Laptop,Electronics,East,1,920,98.31
21-03-2023,Headphones,Accessories,North,3,2706,546.97
21-03-2023,Keyboard,Accessories,West,4,4572,1038.05
21-03-2023,Smartphone,Electronics,East,9,2034,593.13
21-03-2023,Smartwatch,Electronics,North,8,7264,1776.83
22-03-2023,Camera,Electronics,South,1,1084,103.06
22-03-2023,Keyboard,Accessories,North,1,677,54.14
23-03-2023,Camera,Electronics,North,7,6461,1455.36
23-03-2023,Camera,Electronics,South,7,3451,194.42
23-03-2023,Headphones,Accessories,South,8,5920,1241.27
23-03-2023,Mouse,Accessories,East,4,4316,566.7
23-03-2023,Mouse,Accessories,South,2,1672,469.64
24-03-2023,Camera,Electronics,West,7,7455,966.64
24-03-2023,Laptop,Electronics,East,8,1808,339.31
24-03-2023,Laptop,Electronics,West,7,2618,300.81
24-03-2023,Smartphone,Electronics,East,1,266,55.52
25-03-2023,Laptop,Electronics,South,9,5553,1432.76
25-03-2023,Printer,Office,North,3,2724,521.24
25-03-2023,Smartphone,Electronics,East,2,1178,120.51
25-03-2023,Tablet,Electronics,South,2,1298,123.9
26-03-2023,Headphones,Accessories,South,6,5592,1294.16
26-03-2023,Laptop,Electronics,West,2,2162,355.45
26-03-2023,Printer,Office,North,6,6432,1410.52
26-03-2023,Smartwatch,Electronics,East,1,859,217.67
26-03-2023,Smartwatch,Electronics,North,1,387,99.59
28-03-2023,Headphones,Accessories,West,3,2295,244.83
28-03-2023,Printer,Office,West,6,1608,302.32
29-03-2023,Headphones,Accessories,North,2,330,21.46
29-03-2023,Mouse,Accessories,West,1,333,72.34
29-03-2023,Smartphone,Electronics,East,7,2317,677.61
29-03-2023,Smartwatch,Electronics,East,7,4298,358.38
29-03-2023,Smartwatch,Electronics,West,1,835,131.7
29-03-2023,Tablet,Electronics,West,2,390,103.99
30-03-2023,Camera,Electronics,South,4,1836,462.52
30-03-2023,Headphones,Accessories,East,5,2325,506.32
30-03-2023,Keyboard,Accessories,South,8,2960,878.11
30-03-2023,Laptop,Electronics,North,6,3924,762.96
30-03-2023,Tablet,Electronics,North,8,1640,361.48
31-03-2023,Camera,Electronics,South,6,3660,675.38
31-03-2023,Monitor,Accessories,North,2,1026,226.4
31-03-2023,Monitor,Accessories,West,9,945,94.75
01-04-2023,Headphones,Accessories,North,2,2262,532.12
01-04-2023,Headphones,Accessories,North,1,68,10.39
02-04-2023,Camera,Electronics,North,8,7040,1969.93
02-04-2023,Keyboard,Accessories,North,1,120,23.86
02-04-2023,Laptop,Electronics,West,4,280,24.9
02-04-2023,Monitor,Accessories,West,9,10413,1738.63
02-04-2023,Smartwatch,Electronics,North,8,9392,1753.08
03-04-2023,Headphones,Accessories,South,3,735,217.79
05-04-2023,Headphones,Accessories,South,4,200,58.42
05-04-2023,Headphones,Accessories,West,5,1550,203.51
05-04-2023,Headphones,Accessories,West,7,2457,388.11
05-04-2023,Mouse,Accessories,North,3,2994,638.59
05-04-2023,Smartwatch,Electronics,West,3,1488,296.36
06-04-2023,Laptop,Electronics,West,9,8802,1344.96
06-04-2023,Monitor,Accessories,East,9,1719,251.85
06-04-2023,Mouse,Accessories,East,2,1458,208.93
07-04-2023,Headphones,Accessories,South,8,4136,810.82
07-04-2023,Monitor,Accessories,West,5,4260,229.77
07-04-2023,Smartwatch,Electronics,West,5,2480,601.66
08-04-2023,Keyboard,Accessories,West,8,1176,313.58
09-04-2023,Laptop,Electronics,North,9,10773,1907.36
09-04-2023,Monitor,Accessories,West,1,610,33.55
09-04-2023,Monitor,Accessories,West,4,3632,566.81
09-04-2023,Smartphone,Electronics,South,4,4224,477.33
09-04-2023,Tablet,Electronics,North,3,603,153.37
10-04-2023,Camera,Electronics,East,3,684,39.33
10-04-2023,Camera,Electronics,West,7,6384,1324.49
10-04-2023,Smartwatch,Electronics,West,6,1008,245.45
11-04-2023,Headphones,Accessories,South,5,4965,774.74
11-04-2023,Keyboard,Accessories,East,8,5768,368.49
11-04-2023,Laptop,Electronics,West,6,5136,1225.4
11-04-2023,Mouse,Accessories,West,2,140,35.18
11-04-2023,Smartwatch,Electronics,North,4,652,116.06
11-04-2023,Tablet,Electronics,East,7,6209,402.78
12-04-2023,Printer,Office,North,1,919,193.35
12-04-2023,Smartphone,Electronics,South,8,3312,811.31
13-04-2023,Monitor,Accessories,North,5,2450,485.18
13-04-2023,Monitor,Accessories,North,5,1015,85.06
13-04-2023,Mouse,Accessories,North,7,4550,1077.8
13-04-2023,Mouse,Accessories,West,4,3876,302.37
15-04-2023,Keyboard,Accessories,East,3,1119,317.36
15-04-2023,Smartwatch,Electronics,East,2,1488,342.87
16-04-2023,Monitor,Accessories,West,5,680,176.44
16-04-2023,Monitor,Accessories,West,1,924,125.65
16-04-2023,Smartphone,Electronics,East,7,5201,745.2
16-04-2023,Smartwatch,Electronics,South,4,776,73.16
16-04-2023,Smartwatch,Electronics,West,3,1497,122.76
16-04-2023,Tablet,Electronics,North,1,516,70.53
16-04-2023,Tablet,Electronics,South,8,6328,1257.81
17-04-2023,Tablet,Electronics,West,1,496,146.92
18-04-2023,Tablet,Electronics,East,8,3864,855.75
18-04-2023,Tablet,Electronics,South,7,2709,702.79
19-04-2023,Keyboard,Accessories,South,2,1738,163.38
19-04-2023,Printer,Office,South,7,1659,127.48
19-04-2023,Smartphone,Electronics,West,2,604,102.52
20-04-2023,Headphones,Accessories,West,7,6811,1423.57
20-04-2023,Keyboard,Accessories,South,2,2016,198.26
20-04-2023,Keyboard,Accessories,West,4,4740,746.77
20-04-2023,Laptop,Electronics,West,8,4544,727.05
20-04-2023,Printer,Office,East,4,3856,747.79
20-04-2023,Smartwatch,Electronics,South,6,2610,434.37
20-04-2023,Tablet,Electronics,South,3,3360,759.31
21-04-2023,Camera,Electronics,South,5,5155,1325.16
21-04-2023,Keyboard,Accessories,South,9,6282,1594.61
21-04-2023,Smartphone,Electronics,West,9,9891,1774.03
21-04-2023,Tablet,Electronics,North,3,2628,781.94
22-04-2023,Headphones,Accessories,South,7,1582,278.14
23-04-2023,Camera,Electronics,East,7,4403,1295.89
23-04-2023,Tablet,Electronics,North,3,3471,200.08
24-04-2023,Headphones,Accessories,West,4,2576,503.57
24-04-2023,Printer,Office,North,2,466,25.04
25-04-2023,Camera,Electronics,South,7,3136,850.3
25-04-2023,Keyboard,Accessories,North,2,686,85.03
25-04-2023,Keyboard,Accessories,West,6,6744,660.47
25-04-2023,Monitor,Accessories,East,4,596,105.89
25-04-2023,Monitor,Accessories,North,4,1392,394.48
25-04-2023,Mouse,Accessories,East,7,1722,414.87
26-04-2023,Camera,Electronics,West,8,8328,466.38
26-04-2023,Camera,Electronics,West,3,417,114.42
26-04-2023,Laptop,Electronics,South,5,275,64.9
26-04-2023,Monitor,Accessories,South,3,2670,515.39
26-04-2023,Tablet,Electronics,South,2,1790,442.75
27-04-2023,Headphones,Accessories,North,3,3021,872.49
27-04-2023,Laptop,Electronics,North,1,448,53.2
28-04-2023,Headphones,Accessories,South,5,1315,217.79
28-04-2023,Laptop,Electronics,South,2,570,94.39
28-04-2023,Smartwatch,Electronics,East,8,7600,1099.88
29-04-2023,Camera,Electronics,West,5,5170,1248.66
29-04-2023,Keyboard,Accessories,West,6,6102,364.82
30-04-2023,Keyboard,Accessories,North,1,168,17.84
30-04-2023,Smartphone,Electronics,West,6,4728,705.85
01-05-2023,Monitor,Accessories,East,4,4580,655.14
02-05-2023,Camera,Electronics,East,1,1120,127.32
02-05-2023,Keyboard,Accessories,South,6,1362,202.68
02-05-2023,Printer,Office,East,5,4165,1012.37
02-05-2023,Tablet,Electronics,East,1,1131,140.55
03-05-2023,Keyboard,Accessories,South,2,836,47.07
03-05-2023,Smartphone,Electronics,East,1,985,196.64
03-05-2023,Tablet,Electronics,South,6,2100,268.4
04-05-2023,Headphones,Accessories,North,3,2739,202.81
04-05-2023,Laptop,Electronics,South,4,1264,267.82
04-05-2023,Monitor,Accessories,North,8,4120,710.11
04-05-2023,Monitor,Accessories,North,4,2092,467.02
04-05-2023,Tablet,Electronics,East,7,707,124.59
05-05-2023,Laptop,Electronics,North,2,1356,144.18
05-05-2023,Monitor,Accessories,South,9,7578,1596.64
05-05-2023,Mouse,Accessories,East,3,780,217.92
05-05-2023,Printer,Office,West,9,2268,361.62
06-05-2023,Mouse,Accessories,North,8,9128,1342.19
